trophicDiet,trophicOrig,Picture,rachelSpp,rachelCommon,trophicLevel,trophicLevel.se,spp,common,phylum,taxLvl,species,genus,family,order,class,superclass,subphylum,kingdom,raw.spp,isSpecies,correctSpp
,,,Alepocephalidae,slickheads,NA,NA,Alepocephalidae,slickheads,Chordata,Family,NA,NA,Alepocephalidae,Osmeriformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALEPOCEPHALIDAE,FALSE,TRUE
,,,Alepocephalus,NA,NA,NA,Alepocephalus,Californisk glathovedfisk,Chordata,Genus,NA,Alepocephalus,Alepocephalidae,Osmeriformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Alepocephalus sp.,FALSE,TRUE
,,,Alepocephalus,NA,NA,NA,Alepocephalus,Californisk glathovedfisk,Chordata,Genus,NA,Alepocephalus,Alepocephalidae,Osmeriformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALEPOCEPHALUS SP.,FALSE,TRUE
,,y,Alepocephalus agassizii,Agissiz' slickhead,3.38,0.39,Alepocephalus agassizii,Agassiz' slickhead,Chordata,Species,Alepocephalus agassizii,Alepocephalus,Alepocephalidae,Osmeriformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALEPOCEPHALUS AGASSIZII,TRUE,TRUE
,,y,Alepocephalus bairdii,Baird's slickhead,3.69,0.54,Alepocephalus bairdii,Baird's smoothhead,Chordata,Species,Alepocephalus bairdii,Alepocephalus,Alepocephalidae,Osmeriformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALEPOCEPHALUS BAIRDII,TRUE,TRUE
,,y,Alepocephalus tenebrosus ,California slickhead,3.5,0.5,Alepocephalus tenebrosus,batfishes,Chordata,species,Alepocephalus tenebrosus,Alepocephalus,Alepocephalidae,Osmeriformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Alepocephalus tenebrosus,TRUE,TRUE
,,,Aleutiaster,NA,NA,NA,Aleutiaster,NA,Echinodermata,Genus,NA,Aleutiaster,Ganeriidae,Valvatida,Asteroidea,NA,Asterozoa,Animalia,Aleutiaster sp.,FALSE,TRUE
,,NA,Algae,NA,NA,NA,Algae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALGAE,FALSE,TRUE
,,,Allocareproctus,NA,NA,NA,Allocareproctus,Goldeneye snailfish,Chordata,Genus,NA,Allocareproctus,Liparidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Allocareproctus sp.,FALSE,TRUE
,,very similar photos,Allocareproctus jordani,Cherry snailfish,3.64,0.58,Allocareproctus jordani,Cherry snailfish,Chordata,Species,Allocareproctus jordani,Allocareproctus,Liparidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Allocareproctus jordani,TRUE,TRUE
,,x,Allocareproctus kallaion,Combed snailfish,NA,NA,Allocareproctus kallaion,Combed snailfish,Chordata,Species,Allocareproctus kallaion,Allocareproctus,Liparidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Allocareproctus kallaion,TRUE,TRUE
,,x,Allocareproctus tanix,Peach snailfish,NA,NA,Allocareproctus tanix,Peach snailfish,Chordata,Species,Allocareproctus tanix,Allocareproctus,Liparidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Allocareproctus tanix,TRUE,TRUE
,,x,Allocarepractus unangas,Goldeneye snailfish,NA,NA,Allocareproctus unangas,Goldeneye snailfish,Chordata,Species,Allocareproctus unangas,Allocareproctus,Liparidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Allocareproctus unangas,TRUE,TRUE
,,x,Allocarepractus ungak,Whiskered snailfish,NA,NA,Allocareproctus ungak,Whiskered snailfish,Chordata,Species,Allocareproctus ungak,Allocareproctus,Liparidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Allocareproctus ungak,TRUE,TRUE
,,,Strongylocentrotus,NA,NA,NA,Allocentrotus,NA,Echinodermata,Genus,NA,Allocentrotus,Strongylocentrotidae,Echinoida,Echinoidea,NA,Echinozoa,Animalia,Allocentrotus sp.,FALSE,TRUE
,,,Strongylocentrotus,NA,NA,NA,Allocentrotus,NA,Echinodermata,Genus,NA,Allocentrotus,Strongylocentrotidae,Echinoida,Echinoidea,NA,Echinozoa,Animalia,Allocentrotus spp.,FALSE,TRUE
,,y,Strongylocentrotus fragilis,sea urchin,NA,NA,Allocentrotus fragilis,fragile urchin,Echinodermata,Species,Allocentrotus fragilis,Allocentrotus,Strongylocentrotidae,Echinoida,Echinoidea,NA,Echinozoa,Animalia,Allocentrotus fragilis,TRUE,TRUE
,,y,Allocyttus folletti ,oxeye oreo ,NA,NA,Allocyttus folletti,NA,Chordata,Species,Allocyttus folletti,Allocyttus,Oreosomatidae,Zeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Allocyttus folletti,TRUE,TRUE
,,y,Haliphron atlanticus ,gelatinous giant octopod,4.01,0.44,Alloposus mollis,NA,Mollusca,Species,Haliphron atlanticus ,Haliphron,Allopsidae,Octopoda,Cephalopoda,NA,NA,Animalia,ALLOPOSUS MOLLIS,TRUE,TRUE
,,y,Allosmerus elongatus,whitebait smelt ,NA,NA,Allosmerus elongatus,whitebait smelt,Chordata,Species,Allosmerus elongatus,Allosmerus,Osmeridae,Osmeriformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Allosmerus elongatus,TRUE,TRUE
,,,Allothyone mexicana ,NA,NA,NA,Allothyone mexicana,NA,Echinodermata,Species,Allothyone mexicana,Allothyone,Phyllophoridae,Dendrochirotida,Holothuroidea,NA,Echinozoa,Animalia,ALLOTHYOE MEXICAA,TRUE,TRUE
,,y,Alopias superciliosus,bigeye thresher,4.51,0.7,Alopias superciliosus,soft corals,Chordata,Species,Alopias superciliosus,Alopias,Alopiidae,Lamniformes,Chondrichthyes,Chondrichthyes,Vertebrata,Animalia,ALOPIAS SUPERCILIOSUS,TRUE,TRUE
,,y,Alopias vulpinus,thresher shark ,4.53,0.81,Alopias vulpinus,thresher shark,Chordata,Species,Alopias vulpinus,Alopias,Alopiidae,Lamniformes,Chondrichthyes,Chondrichthyes,Vertebrata,Animalia,Alopias vulpinus,TRUE,TRUE
,,y,Alopias vulpinus,thresher shark ,4.53,0.81,Alopias vulpinus,thresher shark,Chordata,Species,Alopias vulpinus,Alopias,Alopiidae,Lamniformes,Chondrichthyes,Chondrichthyes,Vertebrata,Animalia,ALOPIAS VULPINUS,TRUE,TRUE
,,,Alosa,Shad,NA,NA,Alosa,river herrings,Chordata,Genus,NA,Alosa,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALOSA,FALSE,TRUE
,,y,Alosa aestivalis,Blueback shad,3.81,0.26,Alosa aestivalis,blueback herring,Chordata,Species,Alosa aestivalis,Alosa,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALOSA AESTIVALIS,TRUE,TRUE
,,y,Alosa alabamae,Alabama shad,2.66,0.28,Alosa alabamae,Alabama shad,Chordata,Species,Alosa alabamae,Alosa,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALOSA ALABAMAE,TRUE,TRUE
,,y,Alosa chrysochloris,skpjack shad,3.89,0.63,Alosa chrysochloris,skipjack shad,Chordata,Species,Alosa chrysochloris,Alosa,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALOSA CHRYSOCHLORIS,TRUE,TRUE
,,y,Alosa mediocris,hickory shad,4.12,0.58,Alosa mediocris,hickory shad,Chordata,Species,Alosa mediocris,Alosa,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALOSA MEDIOCRIS,TRUE,TRUE
,,y,Alosa pseudoharengus,alewife,3.39,0.32,Alosa pseudoharengus,alewife,Chordata,Species,Alosa pseudoharengus,Alosa,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALOSA PSEUDOHARENGUS,TRUE,TRUE
,,y,Alosa sapidissima,American shad,3.48,0.32,Alosa sapidissima,American shad,Chordata,Species,Alosa sapidissima,Alosa,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Alosa sapidissima,TRUE,TRUE
,,y,Alosa sapidissima,American shad,3.48,0.32,Alosa sapidissima,American shad,Chordata,Species,Alosa sapidissima,Alosa,Clupeidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALOSA SAPIDISSIMA,TRUE,TRUE
,,,Alpheidae,snapping shrimps,NA,NA,Alpheidae,snapping shrimps,Arthropoda,Family,NA,NA,Alpheidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,ALPHEIDAE,FALSE,TRUE
,,,Alpheus,NA,NA,NA,Alpheus,snapping shrimps,Arthropoda,Genus,NA,Alpheus,Alpheidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,ALPHEUS,FALSE,TRUE
,,,Alpheus,NA,NA,NA,Alpheus,snapping shrimps,Arthropoda,Genus,NA,Alpheus,Alpheidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,ALPHEUS ORMAI,TRUE,TRUE
,,y,Alpheus floridanus,sand snapping shrimp,NA,NA,Alpheus floridanus,sand snapping shrimp,Arthropoda,Species,Alpheus floridanus,Alpheus,Alpheidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,ALPHEUS FLORIDAUS,TRUE,TRUE
,,y,Alpheus formosus,striped snapping shrimp,NA,NA,Alpheus formosus,NA,Arthropoda,Species,Alpheus formosus,Alpheus,Alpheidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,ALPHEUS FORMOSUS,TRUE,TRUE
,,y,Alpheus heterochaelis,bigclaw snaping shrimp,NA,NA,Alpheus heterochaelis,bigclaw snapping shrimp,Arthropoda,Species,Alpheus heterochaelis,Alpheus,Alpheidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,ALPHEUS HETEROCHAELIS,TRUE,TRUE
,,y,Alpheus normanni,green snapping shrimp,NA,NA,Alpheus normanni,NA,Arthropoda,Species,Alpheus normanni,Alpheus,Alpheidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,ALPHEUS NORMANNI,TRUE,TRUE
,,y,Aluterus monoceros,unicorn leatherjacket filefish,3.84,0.45,Alutera monoceros,NA,Chordata,Species,Aluterus monoceros,Aluterus,Monacanthidae,Tetraodontiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALUTERUS MOOCEROS,TRUE,TRUE
,,,Aluterus,filefishes,NA,NA,Aluterus,filefishes,Chordata,Genus,NA,Aluterus,Monacanthidae,Tetraodontiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALUTERUS,FALSE,TRUE
,,,Aluterus,filefishes,NA,NA,Aluterus,filefishes,Chordata,Genus,NA,Aluterus,Monacanthidae,Tetraodontiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALUTERUS HEUDELOTTI,TRUE,TRUE
,,y,Aluterus heudelotii,Dotterel filefish,NA,NA,Aluterus heudelotii,NA,Chordata,Species,Aluterus heudelotii,Aluterus,Monacanthidae,Tetraodontiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALUTERUS HEUDELOTII,TRUE,TRUE
,,y,Aluterus monoceros,unicorn leatherjacket filefish,3.84,0.45,Aluterus monoceros,unicorn leatherjacket,Chordata,Species,Aluterus monoceros,Aluterus,Monacanthidae,Tetraodontiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALUTERUS MONOCEROS,TRUE,TRUE
,,y,Aluterus schoepfii,orange filefish,2.02,0.07,Aluterus schoepfi,orange filefish,Chordata,Species,Aluterus schoepfii,Aluterus,Monacanthidae,Tetraodontiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALUTERUS SCHOEPFI,TRUE,TRUE
,,y,Aluterus schoepfii,orange filefish,2.02,0.07,Aluterus schoepfii,orange filefish,Chordata,Species,Aluterus schoepfii,Aluterus,Monacanthidae,Tetraodontiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALUTERUS SCHOEPFII,TRUE,TRUE
,,y,Aluterus scriptus,scribbled leatherjacket tilefish,2.81,0.37,Aluterus scriptus,scrawled filefish,Chordata,Species,Aluterus scriptus,Aluterus,Monacanthidae,Tetraodontiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ALUTERUS SCRIPTUS,TRUE,TRUE
,,y,Amaea mitchelli,NA,NA,NA,Amaea mitchelli,Mitchell's Wentletrap,Mollusca,Species,Amaea mitchelli,Amaea,Epitoniidae,Neotaenioglossa,Gastropoda,NA,NA,Animalia,AMAEA MITCHELLI,TRUE,TRUE
,,?,Aplidium ,NA,NA,NA,Amaroucium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Amaroucium sp.,FALSE,TRUE
,,?,Aplidium soldatovi ,NA,NA,NA,Amaroucium soldatovi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Amaroucium soldatovi,TRUE,TRUE
,,,Amauropsis islandica,Iceland moonsnail,NA,NA,Amauropsis islandica,Iceland moonsnail,Mollusca,Species,Amauropsis islandica,Amauropsis,Naticidae,Littorinimorpha,Gastropoda,NA,NA,Animalia,AMAUROPSIS ISLANDICA,TRUE,TRUE
,,y,Amauropsis purpurea,NA,NA,NA,Amauropsis purpurea,Purplish Alaskan Moon Snail,Mollusca,Species,Amauropsis purpurea,Amauropsis,Naticidae,Littorinimorpha,Gastropoda,NA,NA,Animalia,Amauropsis purpurea,TRUE,TRUE
,,y,Amblyraja jenseni,Shorttail snake,3.62,0.54,Amblyraja jenseni,NA,Chordata,species,Amblyraja jenseni,Amblyraja,Rajidae,Rajiformes,Chondrichthyes,Chondrichthyes,Vertebrata,Animalia,AMBLYRAJA JENSENI,TRUE,TRUE
,,y,Amblyraja radiata,starry ray ,4.2,0.27,Amblyraja radiata,starry skate,Chordata,Species,Amblyraja radiata,Amblyraja,Rajidae,Rajiformes,Chondrichthyes,Chondrichthyes,Vertebrata,Animalia,AMBLYRAJA RADIATA,TRUE,TRUE
,,y,Amblyraja radiata,starry ray,4.2,0.27,Amblyraja radiata,starry skate,Chordata,Species,Amblyraja radiata,Amblyraja,Rajidae,Rajiformes,Chondrichthyes,Chondrichthyes,Vertebrata,Animalia,RAJA RADIATA,TRUE,TRUE
,,,NA,NA,NA,NA,Amiatis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AMIATIS,FALSE,TRUE
,,y,Amicula vestita,concealed arctic chiton,NA,NA,Amicula vestita,Concealed Arctic Chiton,Mollusca,Species,Amicula vestita,Amicula,Mopaliidae,Chitonida,Polyplacophora,NA,NA,Animalia,Amicula vestita,TRUE,TRUE
,,,Ammodytes,sand eels,NA,NA,Ammodytes,sand lances,Chordata,Genus,NA,Ammodytes,Ammodytidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,AMMODYTES SP.,FALSE,TRUE
,,y,Ammodytes americanus,American sand lace,3.2,0.22,Ammodytes americanus,American sand lance,Chordata,Species,Ammodytes americanus,Ammodytes,Ammodytidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,AMMODYTES AMERICANUS,TRUE,TRUE
,,y,Ammodytes dubius,Northern sand lace,3.2,0.07,Ammodytes dubius,northern sand lance,Chordata,Species,Ammodytes dubius,Ammodytes,Ammodytidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,AMMODYTES DUBIUS,TRUE,TRUE
,,y,Ammodytes hexapterus,Pacific sand lace,3.13,0.08,Ammodytes hexapterus,Pacific sand lance,Chordata,Species,Ammodytes hexapterus,Ammodytes,Ammodytidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Ammodytes hexapterus,TRUE,TRUE
,,,Ammodytidae,NA,NA,NA,Ammodytidae,sand lances,Chordata,Family,NA,NA,Ammodytidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,AMMODYTIDAE,FALSE,TRUE
,,,NA,NA,NA,NA,Ammodytoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AMMODYTOIDEI (SUBORDER),FALSE,TRUE
,,y,Ampelisca macrocephala,NA,NA,NA,Ampelisca macrocephala,NA,Arthropoda,Species,Ampelisca macrocephala,Ampelisca,Ampeliscidae,Amphipoda,Malacostraca,NA,Crustacea,Animalia,AMPELISCA MACROCEPHALA,TRUE,TRUE
,,,Ampheraster,NA,NA,NA,Ampheraster,NA,Echinodermata,Genus,NA,Ampheraster,Pedicellasteridae,Forcipulatida,Asteroidea,Asterozoa,NA,Animalia,Ampheraster sp.,FALSE,TRUE
,,,Ampheraster,NA,NA,NA,Ampheraster,NA,Echinodermata,Genus,NA,Ampheraster,Pedicellasteridae,Forcipulatida,Asteroidea,Asterozoa,NA,Animalia,Ampheraster spp.,FALSE,TRUE
,,y,Ampheraster marianus,sea star,NA,NA,Ampheraster marianus,NA,Echinodermata,Species,Ampheraster marianus,Ampheraster,Pedicellasteridae,Forcipulatida,Asteroidea,NA,Asterozoa,Animalia,Ampheraster marianus,TRUE,TRUE
,,y,Thouarella,NA,NA,NA,Amphilaphis,NA,Cnidaria,Genus,NA,Amphilaphis,Primnoidae,Alcyonacea,Anthozoa,NA,Anthozoa,Animalia,Amphilaphis sp.,FALSE,TRUE
,,y,Thouarella,NA,NA,NA,Amphilaphis,NA,Cnidaria,Genus,NA,Amphilaphis,Primnoidae,Alcyonacea,Anthozoa,NA,Anthozoa,Animalia,Amphilaphis sp. 1,FALSE,TRUE
,,y,Thouarella,NA,NA,NA,Amphilaphis,NA,Cnidaria,Genus,NA,Amphilaphis,Primnoidae,Alcyonacea,Anthozoa,NA,Anthozoa,Animalia,Amphilaphis sp. 2,FALSE,TRUE
,,y,Thouarella,NA,NA,NA,Amphilaphis,NA,Cnidaria,Genus,NA,Amphilaphis,Primnoidae,Alcyonacea,Anthozoa,NA,Anthozoa,Animalia,Amphilaphis sp. 3,FALSE,TRUE
,,y,Thouarella,NA,NA,NA,Amphilaphis,NA,Cnidaria,Genus,NA,Amphilaphis,Primnoidae,Alcyonacea,Anthozoa,NA,Anthozoa,Animalia,Amphilaphis sp. 4 (Clark 2006),FALSE,TRUE
,,,NA,NA,NA,NA,Amphinominae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AMPHIOMIDAE,FALSE,TRUE
,,,Amphiodia,NA,NA,NA,Amphiodia,NA,Echinodermata,Genus,NA,Amphiodia,Amphiuridae,Ophiurida,Ophiuroidea,NA,Asterozoa,Animalia,Amphiodia sp.,FALSE,TRUE
,,,Amphiophiura,NA,NA,NA,Amphiophiura,NA,Echinodermata,Genus,NA,Amphiophiura,Ophiuridae,Ophiurida,Ophiuroidea,NA,Asterozoa,Animalia,Amphiophiura nodosa,TRUE,TRUE
,,,Amphiophiura,NA,NA,NA,Amphiophiura,NA,Echinodermata,Genus,NA,Amphiophiura,Ophiuridae,Ophiurida,Ophiuroidea,NA,Asterozoa,Animalia,Amphiophiura sp. A (Clark 2006),FALSE,TRUE
,,,Amphiophiura,NA,NA,NA,Amphiophiura,NA,Echinodermata,Genus,NA,Amphiophiura,Ophiuridae,Ophiurida,Ophiuroidea,NA,Asterozoa,Animalia,Amphiophiura spp.,FALSE,TRUE
,,y,Amphiophiura superba,NA,NA,NA,Amphiophiura superba,NA,Echinodermata,Species,Amphiophiura superba,Amphiophiura,Ophiuridae,Ophiurida,Ophiuroidea,Asterozoa,NA,Metazoa,Amphiophiura superba,TRUE,TRUE
,,,Amphipoda,Amphipods,NA,NA,Amphipoda,"beach hoppers, scuds and well shrimps",Arthropoda,Order,NA,NA,NA,Amphipoda,Malacostraca,NA,Crustacea,Animalia,Amphipoda,FALSE,TRUE
,,,Amphipoda,Amphipods,NA,NA,Amphipoda,"beach hoppers, scuds and well shrimps",Arthropoda,Order,NA,NA,NA,Amphipoda,Malacostraca,NA,Crustacea,Animalia,AMPHIPODA,FALSE,TRUE
,,y,Amphistichus argenteus,barred surfperch,3.53,0,Amphistichus argenteus,sea pens,Chordata,Species,Amphistichus argenteus,Amphistichus,Embiotocidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Amphistichus argenteus,TRUE,TRUE
,,y,Amphistichus rhodoterus,redtail surfperch,NA,NA,Amphistichus rhodoterus,redtail surfperch,Chordata,Species,Amphistichus rhodoterus,Amphistichus,Embiotocidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Amphistichus rhodoterus,TRUE,TRUE
,,,Amphiura diomedeae,sea star,NA,NA,Amphiura diomedeae,sea fir,Echinodermata,Species,Amphiura diomedeae,Amphiura,Amphiuridae,Ophiurida,Ophiuroidea,NA,Asterozoa,Animalia,Amphiura diomedeae,TRUE,TRUE
,,,Amphiuridae,NA,NA,NA,Amphiuridae,NA,Echinodermata,Family,NA,NA,Amphiuridae,Ophiurida,Ophiuroidea,NA,Asterozoa,Animalia,Amphiuridae,FALSE,TRUE
,,y,Amusium papyraceum,paper scallop,NA,NA,Amusium papyraceum,paper scallop,Mollusca,Species,Amusium papyraceum,Amusium,Pectinidae,Ostreoida,Bivalvia,NA,NA,Animalia,AMUSIUM PAPYRACEUM,TRUE,TRUE
,,,Anadara,NA,NA,NA,Anadara,ark,Mollusca,Genus,NA,Anadara,Arcidae,Arcoida,Bivalvia,NA,NA,Animalia,AADARA,FALSE,TRUE
,,,Anadara baughmani,skewed ark ,NA,NA,Anadara baughnani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AADARA BAUGHMAI,TRUE,TRUE
,,,Anadara chemnitzii,triangular ark ,NA,NA,Anadara chemnitzii,chemnitz ark,Mollusca,Species,Anadara chemnitzii,Anadara,Arcidae,Arcoida,Bivalvia,NA,NA,Animalia,AADARA CHEMITZI,TRUE,TRUE
,,,Anadara floridana ,cut ribbed ark,NA,NA,Anadara floridana,black corals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AADARA FLORIDAA,TRUE,TRUE
,,,Anadara ovalis,blood ark ,NA,NA,Anadara ovalis,blood ark,Mollusca,Species,Anadara ovalis,Anadara,Arcidae,Arcoida,Bivalvia,NA,NA,Animalia,AADARA OVALIS,TRUE,TRUE
,,,Anadara transversa,transverse ark,NA,NA,Anadara transversa,transverse ark,Mollusca,Species,Anadara transversa,Anadara,Arcidae,Arcoida,Bivalvia,NA,NA,Animalia,AADARA TRASVERSA,TRUE,TRUE
,,,Anarhichadidae,wolffishes,NA,NA,Anarhichadidae,wolffishes,Chordata,Family,NA,NA,Anarhichadidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ANARHICHADIDAE,FALSE,TRUE
,,y,Anarhichas denticulatus,Northern wolffish,3.75,0.46,Anarhichas denticulatus,northern wolffish,Chordata,Species,Anarhichas denticulatus,Anarhichas,Anarhichadidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ANARHICHAS DENTICULATUS,TRUE,TRUE
,,y,Anarhichas lupus,Atlantic wolffish,3.21,0.38,Anarhichas lupus,Atlantic wolffish,Chordata,Species,Anarhichas lupus,Anarhichas,Anarhichadidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ANARHICHAS LUPUS,TRUE,TRUE
,,y,Anarhichas minor,spotted wolffish,3.45,0.43,Anarhichas minor,spotted wolffish,Chordata,Species,Anarhichas minor,Anarhichas,Anarhichadidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ANARHICHAS MINOR,TRUE,TRUE
,,y,Anarhichas orientalis,Bering wolffish,3.8,0.39,Anarhichas orientalis,Bering wolffish,Chordata,Species,Anarhichas orientalis,Anarhichas,Anarhichadidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Anarhichas orientalis,TRUE,TRUE
,,y,Anarrhichthys ocellatus,wolf eel ,3.51,0.53,Anarrhichthys ocellatus,wolf-eel,Chordata,Species,Anarrhichthys ocellatus,Anarrhichthys,Anarhichadidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Anarrhichthys ocellatus,TRUE,TRUE
,,,NA,NA,NA,NA,Anartiella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AATIELLA,FALSE,TRUE
,,,Anasimus,NA,NA,NA,Anasimus,stilt spider crab,Arthropoda,Genus,NA,Anasimus,Inachoididae,Decapoda,Malacostraca,NA,Crustacea,Animalia,AASIMUS,FALSE,TRUE
,,,Anchoa,anchovies,NA,NA,Anchoa,common anchovies,Chordata,Genus,NA,Anchoa,Engraulidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ACHOA,FALSE,TRUE
,,,Anchoa,anchovies,NA,NA,Anchoa,common anchovies,Chordata,Genus,NA,Anchoa,Engraulidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ANCHOA,FALSE,TRUE
,,y,Anchoa cubana,Cuban anchovy,NA,NA,Anchoa cubana,Cuban anchovy,Chordata,Species,Anchoa cubana,Anchoa,Engraulidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ACHOA CUBAA,TRUE,TRUE
,,y,Anchoa cubana,Cuban anchovy,NA,NA,Anchoa cubana,Cuban anchovy,Chordata,Species,Anchoa cubana,Anchoa,Engraulidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ANCHOA CUBANA,TRUE,TRUE
,,,Anchoa hepsetus ,Broad striped anchovy ,3.22,0.25,Anchoa hepsetus,striped anchovy,Chordata,Species,Anchoa hepsetus,Anchoa,Engraulidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ANCHOA HEPSETUS,TRUE,TRUE
,,y,Anchoa lyolepis,short finger anchovy,3.4,0.45,Anchoa iyolepis,NA,Chordata,Species,Anchoa iyolepis,Anchoa,Engraulidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ACHOA LYOLEPIS,TRUE,TRUE
,,,Anchoa lamprotaenia,big eye anchovy,3.4,0.45,Anchoa lamprotaenia,big-eye anchovy,Chordata,Species,Anchoa lamprotaenia,Anchoa,Engraulidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ACHOA LAMPROTAEIA,TRUE,TRUE
,,y,Anchoa lyolepis,short finger anchovy,3.4,0.45,Anchoa lyolepis,shortfinger anchovy,Chordata,Species,Anchoa lyolepis,Anchoa,Engraulidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ANCHOA LYOLEPIS,TRUE,TRUE
,,y,Anchoa mitchilli,bay anchovy,3.46,0.5,Anchoa mitchilli,bay anchovy,Chordata,Species,Anchoa mitchilli,Anchoa,Engraulidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ACHOA MITCHILLI,TRUE,TRUE
,,y,Anchoa mitchilli,bay anchovy,3.46,0.5,Anchoa mitchilli,bay anchovy,Chordata,Species,Anchoa mitchilli,Anchoa,Engraulidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ANCHOA MITCHILLI,TRUE,TRUE
,,y,Anchoa lyolepis,short finger anchovy,3.4,0.45,Anchoa nasuta,NA,Chordata,Species,Anchoa nasuta,Anchoa,Engraulidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ACHOA ASUTA,TRUE,TRUE
NA,NA,NA,Anchoviella,NA,NA,NA,Anchoviella,Sardel balbonsk_,Chordata,Genus,NA,Anchoviella,Engraulidae,Clupeiformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,ACHOVIELLA,FALSE,TRUE
