"","Taxon","variable","value","Year"
"609","Icelus euryops","X1984",3,1984
"610","Icelus spatula","X1984",1,1984
"611","Icelus sp.","X1984",1,1984
"612","Trichodon trichodon","X1984",1,1984
"613","Microgadus proximus","X1984",3,1984
"614","Gadus macrocephalus","X1984",1,1984
"615","Boreogadus saida","X1984",3,1984
"616","Eleginus gracilis","X1984",1,1984
"617","Theragra chalcogramma","X1984",1,1984
"618","Gasterosteus aculeatus","X1984",1,1984
"619","Pungitius pungitius","X1984",1,1984
"620","Hexagrammidae","X1984",1,1984
"621","Pleurogrammus monopterygius","X1984",1,1984
"622","Hexagrammos sp.","X1984",1,1984
"623","Hexagrammos octogrammus","X1984",3,1984
"624","Hexagrammos stelleri","X1984",1,1984
"625","Hexagrammos lagocephalus","X1984",3,1984
"626","Hexagrammos decagrammus","X1984",2,1984
"627","Icosteus aenigmaticus","X1984",1,1984
"628","Cyclopterinae","X1984",1,1984
"629","Aptocyclus ventricosus","X1984",1,1984
"630","Eumicrotremus birulai","X1984",3,1984
"631","Eumicrotremus orbis","X1984",1,1984
"632","Eumicrotremus derjugini","X1984",3,1984
"633","Eumicrotremus andriashevi","X1984",3,1984
"634","Eumicrotremus sp.","X1984",3,1984
"635","Cyclopteropsis phrynoides","X1984",3,1984
"636","Liparidinae","X1984",1,1984
"637","Crystallichthys cyclospilus","X1984",1,1984
"638","Liparis sp.","X1984",1,1984
"639","Liparis fucensis","X1984",3,1984
"640","Liparis bristolense","X1984",3,1984
"641","Liparis dennyi","X1984",3,1984
"642","Liparis gibbus","X1984",1,1984
"643","Liparis pulchellus","X1984",3,1984
"644","Liparis ochotensis","X1984",3,1984
"645","Liparis cyclopus","X1984",3,1984
"646","Liparis rutteri","X1984",3,1984
"647","Liparis tunicatus","X1984",3,1984
"648","Elassodiscus sp.","X1984",3,1984
"649","Careproctus sp.","X1984",1,1984
"650","Careproctus melanurus","X1984",3,1984
"651","Careproctus phasma","X1984",3,1984
"652","Careproctus cypselurus","X1984",3,1984
"653","Careproctus furcellus","X1984",3,1984
"654","Careproctus scottae","X1984",3,1984
"655","Careproctus gilberti","X1984",3,1984
"656","Careproctus rastrinus","X1984",2,1984
"657","Nectoliparis pelagicus","X1984",3,1984
"658","Myctophidae","X1984",1,1984
"659","Osmeridae","X1984",1,1984
"660","Thaleichthys pacificus","X1984",1,1984
"661","Mallotus villosus","X1984",1,1984
"662","Osmerus mordax","X1984",1,1984
"663","Salmonidae","X1984",1,1984
"664","Oncorhynchus tshawytscha","X1984",1,1984
"665","Oncorhynchus kisutch","X1984",1,1984
"666","Oncorhynchus gorbuscha","X1984",1,1984
"667","Oncorhynchus keta","X1984",1,1984
"668","Oncorhynchus nerka","X1984",1,1984
"669","Onchorynchus mykiss","X1984",1,1984
"670","Salvelinus malma","X1984",1,1984
"671","Lyconectes aleutensis","X1984",1,1984
"672","Cryptacanthodes giganteus","X1984",1,1984
"673","Stichaeidae","X1984",1,1984
"674","Eumesogrammus praecisus","X1984",1,1984
"675","Stichaeus punctatus","X1984",3,1984
"676","Lumpenus sp.","X1984",2,1984
"677","Lumpenus maculatus","X1984",3,1984
"678","Lumpenus medius","X1984",3,1984
"679","Lumpenus fabricii","X1984",3,1984
"680","Lumpenus sagitta","X1984",3,1984
"681","Acantholumpenus mackayi","X1984",3,1984
"682","Lumpenella longirostris","X1984",3,1984
"683","Chirolophis sp.","X1984",3,1984
"684","Chirolophis decoratus","X1984",3,1984
"685","Chirolophis snyderi","X1984",3,1984
"686","Poroclinus rothrocki","X1984",3,1984
"687","Pholidae","X1984",3,1984
"688","Zaprora silenus","X1984",1,1984
"689","Zoarcidae","X1984",1,1984
"690","Lycodes sp.","X1984",1,1984
"691","Lycodes raridens","X1984",1,1984
"692","Lycodes palearis","X1984",1,1984
"693","Lycodes mucosus","X1984",3,1984
"694","Lycodes polaris","X1984",3,1984
"695","Lycodes turneri","X1984",3,1984
"696","Lycodes brevipes","X1984",1,1984
"697","Gymnelus viridis","X1984",3,1984
"698","roundfish unident.","X1984",1,1984
"699","Sebastes sp.","X1984",1,1984
"700","Sebastes aleutianus","X1984",3,1984
"701","Sebastes melanostictus","X1984",3,1984
"702","Sebastes alutus","X1984",1,1984
"703","dusky and dark rockfishes unid","X1984",1,1984
"704","Sebastes variabilis","X1984",1,1984
"705","Sebastes crameri","X1984",3,1984
"706","Sebastes flavidus","X1984",3,1984
"707","Sebastes polyspinis","X1984",1,1984
"708","Sebastes variegatus","X1984",1,1984
"709","fish eggs unident.","X1985",1,1985
"710","fish larvae unident.","X1985",1,1985
"711","fish unident.","X1985",1,1985
"712","Petromyzontidae","X1985",1,1985
"713","Lampetra tridentata","X1985",2,1985
"714","Lamna ditropis","X1985",1,1985
"715","Squalus acanthias","X1985",1,1985
"716","Somniosus pacificus","X1985",1,1985
"717","Rajidae unident.","X1985",1,1985
"718","skate egg case unident.","X1985",1,1985
"719","Bathyraja sp. egg case","X1985",1,1985
"720","Raja sp.","X1985",3,1985
"721","Raja binoculata","X1985",2,1985
"722","Raja rhina","X1985",3,1985
"723","Raja stellulata","X1985",3,1985
"724","Bathyraja sp.","X1985",2,1985
"725","Bathyraja abyssicola","X1985",3,1985
"726","Bathyraja interrupta","X1985",3,1985
"727","Bathyraja interrupta
egg case","X1985",3,1985
"728","Bathyraja taranetzi","X1985",3,1985
"729","Bathyraja parmifera","X1985",3,1985
"730","Bathyraja aleutica","X1985",3,1985
"731","Bathyraja parmifera
egg case","X1985",3,1985
"732","Bathyraja maculata","X1985",3,1985
"733","Bathyraja smirnovi","X1985",3,1985
"734","Bathyraja violacea","X1985",3,1985
"735","Pleuronectiformes","X1985",1,1985
"736","Citharichthys sp.","X1985",3,1985
"737","Citharichthys sordidus","X1985",3,1985
"738","Atheresthes stomias","X1985",3,1985
"739","Atheresthes sp.","X1985",1,1985
"740","Atheresthes evermanni","X1985",3,1985
"741","Reinhardtius hippoglossoides","X1985",1,1985
"742","Hippoglossus stenolepis","X1985",1,1985
"743","Hippoglossoides sp.","X1985",1,1985
"744","Hippoglossoides elassodon","X1985",2,1985
"745","Hippoglossoides robustus","X1985",2,1985
"746","Lyopsetta exilis","X1985",3,1985
"747","Lyopsetta glacialis","X1985",3,1985
"748","Parophrys vetulus","X1985",3,1985
"749","Microstomus pacificus","X1985",1,1985
"750","Glyptocephalus zachirus","X1985",1,1985
"751","Limanda aspera","X1985",1,1985
"752","Limanda proboscidea","X1985",1,1985
"753","Limanda sakhalinensis","X1985",1,1985
"754","Platichthys stellatus","X1985",1,1985
"755","Platichthys stellatus X Pleuronectes quadrituberculatus.","X1985",1,1985
"756","Psettichthys melanostictus","X1985",3,1985
"757","Lepidopsetta sp.","X1985",1,1985
"758","Lepidopsetta polyxystra","X1985",3,1985
"759","Lepidopsetta bilineata","X1985",3,1985
"760","Isopsetta isolepis","X1985",3,1985
"761","Pleuronectes quadrituberculatus","X1985",1,1985
"762","Pleuronichthys sp.","X1985",3,1985
"763","Agonidae","X1985",1,1985
"764","Pallasina barbata","X1985",1,1985
"765","Percis japonicus","X1985",1,1985
"766","Leptagonus sp.","X1985",2,1985
"767","Leptagonus leptorhynchus","X1985",2,1985
"768","Leptagonus frenatus","X1985",2,1985
"769","Agonopsis vulsa","X1985",3,1985
"770","Odontopyxis trispinosa","X1985",3,1985
"771","Bathyagonus sp.","X1985",2,1985
"772","Bathyagonus alascanus","X1985",2,1985
"773","Bathyagonus infraspinatus","X1985",3,1985
"774","Bathyagonus pentacanthus","X1985",3,1985
"775","Bathyagonus nigripinnis","X1985",3,1985
"776","Podothecus accipenserinus","X1985",1,1985
"777","Podothecus veternus","X1985",3,1985
"778","Aspidophoroides bartoni","X1985",1,1985
"779","Aspidophoroides olriki","X1985",2,1985
"780","Anoplagonus inermis","X1985",3,1985
"781","Chesnonia verrucosa","X1985",3,1985
"782","Occella dodecaedron","X1985",1,1985
"783","Hypsagonus quadricornis","X1985",1,1985
"784","Ammodytes hexapterus","X1985",1,1985
"785","Anarrhichthys ocellatus","X1985",3,1985
"786","Anarhichas orientalis","X1985",1,1985
"787","Anoplopoma fimbria","X1985",1,1985
"788","Aulorhynchus flavidus","X1985",3,1985
"789","Bathymasteridae","X1985",2,1985
"790","Ronquilus jordani","X1985",3,1985
"791","Bathymaster signatus","X1985",1,1985
"792","Clupea pallasi","X1985",1,1985
"793","Alosa sapidissima","X1985",3,1985
"794","Cottidae","X1985",1,1985
"795","Icelinus borealis","X1985",3,1985
"796","Gymnocanthus sp.","X1985",2,1985
"797","Gymnocanthus pistilliger","X1985",3,1985
"798","Gymnocanthus tricuspis","X1985",3,1985
"799","Gymnocanthus galeatus","X1985",3,1985
"800","Gymnocanthus detrisus","X1985",3,1985
"801","Radulinus asprellus","X1985",3,1985
"802","Artediellus sp.","X1985",2,1985
"803","Artediellus miacanthus","X1985",3,1985
"804","Artediellus pacificus","X1985",2,1985
"805","Artediellus scaber","X1985",3,1985
"806","Malacocottus sp.","X1985",1,1985
"807","Malacocottus kincaidi","X1985",3,1985
"808","Malacocottus zonurus","X1985",1,1985
"809","Hemilepidotus sp.","X1985",1,1985
"810","Hemilepidotus gilberti","X1985",3,1985
"811","Hemilepidotus spinosus","X1985",3,1985
"812","Hemilepidotus zapus","X1985",3,1985
"813","Hemilepidotus hemilepidotus","X1985",1,1985
"814","Hemilepidotus jordani","X1985",1,1985
"815","Hemilepidotus papilio","X1985",2,1985
"816","Triglops sp.","X1985",1,1985
"817","Triglops forficata","X1985",1,1985
"818","Triglops metopias","X1985",3,1985
"819","Triglops scepticus","X1985",2,1985
"820","Triglops pingeli","X1985",2,1985
"821","Triglops macellus","X1985",2,1985
"822","Microcottus sellaris","X1985",3,1985
"823","Myoxocephalus verrucosus","X1985",3,1985
"824","Myoxocephalus polyacanthocephalus","X1985",3,1985
"825","Myoxocephalus jaok","X1985",3,1985
"826","Myoxocephalus stelleri","X1985",3,1985
"827","Myoxocephalus sp.","X1985",1,1985
"828","Myoxocephalus quadricornis","X1985",3,1985
"829","Myoxocephalus scorpioides","X1985",3,1985
"830","Megalocottus platycephalus","X1985",3,1985
"831","Leptocottus armatus","X1985",3,1985
"832","Enophrys sp.","X1985",1,1985
"833","Enophrys lucasi","X1985",3,1985
"834","Enophrys diceraus","X1985",1,1985
"835","Dasycottus setiger","X1985",1,1985
"836","Psychrolutes paradoxus","X1985",1,1985
"837","Psychrolutes phrictus","X1985",3,1985
"838","Blepsias bilobus","X1985",1,1985
"839","Nautichthys pribilovius","X1985",1,1985
"840","Nautichthys oculofasciatus","X1985",3,1985
"841","Hemitripterus bolini","X1985",1,1985
"842","Eurymen gyrinus","X1985",2,1985
"843","Icelus spiniger","X1985",1,1985
"844","Icelus canaliculatus","X1985",3,1985
"845","Icelus euryops","X1985",3,1985
"846","Icelus spatula","X1985",1,1985
"847","Icelus sp.","X1985",1,1985
"848","Trichodon trichodon","X1985",1,1985
"849","Microgadus proximus","X1985",3,1985
"850","Gadus macrocephalus","X1985",1,1985
"851","Boreogadus saida","X1985",3,1985
"852","Eleginus gracilis","X1985",1,1985
"853","Theragra chalcogramma","X1985",1,1985
"854","Gasterosteus aculeatus","X1985",1,1985
"855","Pungitius pungitius","X1985",1,1985
"856","Hexagrammidae","X1985",1,1985
"857","Pleurogrammus monopterygius","X1985",1,1985
"858","Hexagrammos sp.","X1985",1,1985
"859","Hexagrammos octogrammus","X1985",3,1985
"860","Hexagrammos stelleri","X1985",1,1985
"861","Hexagrammos lagocephalus","X1985",3,1985
"862","Hexagrammos decagrammus","X1985",2,1985
"863","Icosteus aenigmaticus","X1985",1,1985
"864","Cyclopterinae","X1985",1,1985
"865","Aptocyclus ventricosus","X1985",1,1985
"866","Eumicrotremus birulai","X1985",3,1985
"867","Eumicrotremus orbis","X1985",1,1985
"868","Eumicrotremus derjugini","X1985",3,1985
"869","Eumicrotremus andriashevi","X1985",3,1985
"870","Eumicrotremus sp.","X1985",3,1985
"871","Cyclopteropsis phrynoides","X1985",3,1985
"872","Liparidinae","X1985",1,1985
"873","Crystallichthys cyclospilus","X1985",1,1985
"874","Liparis sp.","X1985",1,1985
"875","Liparis fucensis","X1985",3,1985
"876","Liparis bristolense","X1985",3,1985
"877","Liparis dennyi","X1985",3,1985
"878","Liparis gibbus","X1985",1,1985
"879","Liparis pulchellus","X1985",3,1985
"880","Liparis ochotensis","X1985",3,1985
"881","Liparis cyclopus","X1985",3,1985
"882","Liparis rutteri","X1985",3,1985
"883","Liparis tunicatus","X1985",3,1985
"884","Elassodiscus sp.","X1985",3,1985
"885","Careproctus sp.","X1985",1,1985
"886","Careproctus melanurus","X1985",3,1985
"887","Careproctus phasma","X1985",3,1985
"888","Careproctus cypselurus","X1985",3,1985
"889","Careproctus furcellus","X1985",3,1985
"890","Careproctus scottae","X1985",3,1985
"891","Careproctus gilberti","X1985",3,1985
"892","Careproctus rastrinus","X1985",2,1985
"893","Nectoliparis pelagicus","X1985",3,1985
"894","Myctophidae","X1985",1,1985
"895","Osmeridae","X1985",1,1985
"896","Thaleichthys pacificus","X1985",1,1985
"897","Mallotus villosus","X1985",1,1985
"898","Osmerus mordax","X1985",1,1985
"899","Salmonidae","X1985",1,1985
"900","Oncorhynchus tshawytscha","X1985",1,1985
"901","Oncorhynchus kisutch","X1985",1,1985
"902","Oncorhynchus gorbuscha","X1985",1,1985
"903","Oncorhynchus keta","X1985",1,1985
"904","Oncorhynchus nerka","X1985",1,1985
"905","Onchorynchus mykiss","X1985",1,1985
"906","Salvelinus malma","X1985",1,1985
"907","Lyconectes aleutensis","X1985",1,1985
"908","Cryptacanthodes giganteus","X1985",1,1985
"909","Stichaeidae","X1985",1,1985
"910","Eumesogrammus praecisus","X1985",1,1985
"911","Stichaeus punctatus","X1985",3,1985
"912","Lumpenus sp.","X1985",2,1985
"913","Lumpenus maculatus","X1985",3,1985
"914","Lumpenus medius","X1985",3,1985
"915","Lumpenus fabricii","X1985",3,1985
"916","Lumpenus sagitta","X1985",3,1985
"917","Acantholumpenus mackayi","X1985",3,1985
"918","Lumpenella longirostris","X1985",3,1985
"919","Chirolophis sp.","X1985",3,1985
"920","Chirolophis decoratus","X1985",3,1985
"921","Chirolophis snyderi","X1985",3,1985
"922","Poroclinus rothrocki","X1985",3,1985
"923","Pholidae","X1985",3,1985
"924","Zaprora silenus","X1985",1,1985
"925","Zoarcidae","X1985",1,1985
"926","Lycodes sp.","X1985",1,1985
"927","Lycodes raridens","X1985",1,1985
"928","Lycodes palearis","X1985",1,1985
"929","Lycodes mucosus","X1985",3,1985
"930","Lycodes polaris","X1985",3,1985
"931","Lycodes turneri","X1985",3,1985
"932","Lycodes brevipes","X1985",1,1985
"933","Gymnelus viridis","X1985",3,1985
"934","roundfish unident.","X1985",1,1985
"935","Sebastes sp.","X1985",1,1985
"936","Sebastes aleutianus","X1985",3,1985
"937","Sebastes melanostictus","X1985",3,1985
"938","Sebastes alutus","X1985",1,1985
"939","dusky and dark rockfishes unid","X1985",1,1985
"940","Sebastes variabilis","X1985",1,1985
"941","Sebastes crameri","X1985",3,1985
"942","Sebastes flavidus","X1985",3,1985
"943","Sebastes polyspinis","X1985",1,1985
"944","Sebastes variegatus","X1985",1,1985
"945","fish eggs unident.","X1986",1,1986
"946","fish larvae unident.","X1986",1,1986
"947","fish unident.","X1986",1,1986
"948","Petromyzontidae","X1986",1,1986
"949","Lampetra tridentata","X1986",2,1986
"950","Lamna ditropis","X1986",1,1986
"951","Squalus acanthias","X1986",1,1986
"952","Somniosus pacificus","X1986",1,1986
"953","Rajidae unident.","X1986",1,1986
"954","skate egg case unident.","X1986",1,1986
"955","Bathyraja sp. egg case","X1986",1,1986
"956","Raja sp.","X1986",3,1986
"957","Raja binoculata","X1986",2,1986
"958","Raja rhina","X1986",3,1986
"959","Raja stellulata","X1986",3,1986
"960","Bathyraja sp.","X1986",2,1986
"961","Bathyraja abyssicola","X1986",3,1986
"962","Bathyraja interrupta","X1986",3,1986
"963","Bathyraja interrupta
egg case","X1986",3,1986
"964","Bathyraja taranetzi","X1986",3,1986
"965","Bathyraja parmifera","X1986",3,1986
"966","Bathyraja aleutica","X1986",3,1986
"967","Bathyraja parmifera
egg case","X1986",3,1986
"968","Bathyraja maculata","X1986",3,1986
"969","Bathyraja smirnovi","X1986",3,1986
"970","Bathyraja violacea","X1986",3,1986
"971","Pleuronectiformes","X1986",1,1986
"972","Citharichthys sp.","X1986",3,1986
"973","Citharichthys sordidus","X1986",3,1986
"974","Atheresthes stomias","X1986",3,1986
"975","Atheresthes sp.","X1986",1,1986
"976","Atheresthes evermanni","X1986",3,1986
"977","Reinhardtius hippoglossoides","X1986",1,1986
"978","Hippoglossus stenolepis","X1986",1,1986
"979","Hippoglossoides sp.","X1986",1,1986
"980","Hippoglossoides elassodon","X1986",2,1986
"981","Hippoglossoides robustus","X1986",2,1986
"982","Lyopsetta exilis","X1986",3,1986
"983","Lyopsetta glacialis","X1986",3,1986
"984","Parophrys vetulus","X1986",3,1986
"985","Microstomus pacificus","X1986",1,1986
"986","Glyptocephalus zachirus","X1986",1,1986
"987","Limanda aspera","X1986",1,1986
"988","Limanda proboscidea","X1986",1,1986
"989","Limanda sakhalinensis","X1986",1,1986
"990","Platichthys stellatus","X1986",1,1986
"991","Platichthys stellatus X Pleuronectes quadrituberculatus.","X1986",1,1986
"992","Psettichthys melanostictus","X1986",3,1986
"993","Lepidopsetta sp.","X1986",1,1986
"994","Lepidopsetta polyxystra","X1986",3,1986
"995","Lepidopsetta bilineata","X1986",3,1986
"996","Isopsetta isolepis","X1986",3,1986
"997","Pleuronectes quadrituberculatus","X1986",1,1986
"998","Pleuronichthys sp.","X1986",3,1986
"999","Agonidae","X1986",1,1986
"1000","Pallasina barbata","X1986",1,1986
"1001","Percis japonicus","X1986",1,1986
"1002","Leptagonus sp.","X1986",2,1986
"1003","Leptagonus leptorhynchus","X1986",2,1986
"1004","Leptagonus frenatus","X1986",2,1986
"1005","Agonopsis vulsa","X1986",3,1986
"1006","Odontopyxis trispinosa","X1986",3,1986
"1007","Bathyagonus sp.","X1986",2,1986
"1008","Bathyagonus alascanus","X1986",2,1986
"1009","Bathyagonus infraspinatus","X1986",3,1986
"1010","Bathyagonus pentacanthus","X1986",3,1986
"1011","Bathyagonus nigripinnis","X1986",3,1986
"1012","Podothecus accipenserinus","X1986",1,1986
"1013","Podothecus veternus","X1986",3,1986
"1014","Aspidophoroides bartoni","X1986",1,1986
"1015","Aspidophoroides olriki","X1986",2,1986
"1016","Anoplagonus inermis","X1986",3,1986
"1017","Chesnonia verrucosa","X1986",3,1986
"1018","Occella dodecaedron","X1986",1,1986
"1019","Hypsagonus quadricornis","X1986",1,1986
"1020","Ammodytes hexapterus","X1986",1,1986
"1021","Anarrhichthys ocellatus","X1986",3,1986
"1022","Anarhichas orientalis","X1986",1,1986
"1023","Anoplopoma fimbria","X1986",1,1986
"1024","Aulorhynchus flavidus","X1986",3,1986
"1025","Bathymasteridae","X1986",2,1986
"1026","Ronquilus jordani","X1986",3,1986
"1027","Bathymaster signatus","X1986",1,1986
"1028","Clupea pallasi","X1986",1,1986
"1029","Alosa sapidissima","X1986",3,1986
"1030","Cottidae","X1986",1,1986
"1031","Icelinus borealis","X1986",3,1986
"1032","Gymnocanthus sp.","X1986",2,1986
"1033","Gymnocanthus pistilliger","X1986",3,1986
"1034","Gymnocanthus tricuspis","X1986",3,1986
"1035","Gymnocanthus galeatus","X1986",3,1986
"1036","Gymnocanthus detrisus","X1986",3,1986
"1037","Radulinus asprellus","X1986",3,1986
"1038","Artediellus sp.","X1986",2,1986
"1039","Artediellus miacanthus","X1986",3,1986
"1040","Artediellus pacificus","X1986",2,1986
"1041","Artediellus scaber","X1986",3,1986
"1042","Malacocottus sp.","X1986",1,1986
"1043","Malacocottus kincaidi","X1986",3,1986
"1044","Malacocottus zonurus","X1986",1,1986
"1045","Hemilepidotus sp.","X1986",1,1986
"1046","Hemilepidotus gilberti","X1986",3,1986
"1047","Hemilepidotus spinosus","X1986",3,1986
"1048","Hemilepidotus zapus","X1986",3,1986
"1049","Hemilepidotus hemilepidotus","X1986",1,1986
