"","Taxon","variable","value","Year"
"645","Pandalus borealis","X1983",2,1983
"646","Pandalus tridens","X1983",2,1983
"647","Pandalus platyceros","X1983",2,1983
"648","Pandalus goniurus","X1983",2,1983
"649","Pandalus hypsinotus","X1983",2,1983
"650","Pandalopsis dispar","X1983",3,1983
"651","Hippolytidae","X1983",1,1983
"652","Spirontocaris sp.","X1983",2,1983
"653","Spirontocaris arcuata","X1983",2,1983
"654","Spirontocaris lamellicornis","X1983",2,1983
"655","Eualus sp.","X1983",2,1983
"656","Eualus barbatus","X1983",3,1983
"657","Eualus fabricii","X1983",3,1983
"658","Eualus gaimardii","X1983",3,1983
"659","Eualus macilentus","X1983",3,1983
"660","Eualus suckleyi","X1983",3,1983
"661","Lebbeus sp.","X1983",3,1983
"662","Lebbeus groenlandicus","X1983",2,1983
"663","Lebbeus polaris","X1983",3,1983
"664","Crangonidae","X1983",1,1983
"665","Crangon sp.","X1983",2,1983
"666","Crangon abyssorum","X1983",3,1983
"667","Crangon alaskensis","X1983",3,1983
"668","Crangon communis","X1983",2,1983
"669","Crangon dalli","X1983",2,1983
"670","Crangon septemspinosa","X1983",2,1983
"671","Lissocrangon stylirostris","X1983",3,1983
"672","Sclerocrangon
sp.","X1983",3,1983
"673","Sclerocrangon boreas","X1983",3,1983
"674","Argis sp.","X1983",2,1983
"675","Argis alaskensis","X1983",3,1983
"676","Argis dentata","X1983",3,1983
"677","Argis lar","X1983",3,1983
"678","Argis crassa","X1983",3,1983
"679","Argis levior","X1983",3,1983
"680","crab unident.","X1983",1,1983
"681","Cancer sp.","X1983",1,1983
"682","Cancer magister","X1983",1,1983
"683","Cancer oregonensis","X1983",1,1983
"684","Cancer productus","X1983",3,1983
"685","Oregonia gracilis","X1983",1,1983
"686","Chionoecetes sp.","X1983",1,1983
"687","Chionoecetes tanneri","X1983",1,1983
"688","Chionoecetes bairdi","X1983",1,1983
"689","Chionoecetes angulatus","X1983",1,1983
"690","Chionoecetes opilio","X1983",1,1983
"691","Chionoecetes
hybrid","X1983",1,1983
"692","Hyas sp.","X1983",1,1983
"693","Hyas coarctatus","X1983",1,1983
"694","Hyas lyratus","X1983",1,1983
"695","Telmessus cheiragonus","X1983",1,1983
"696","Paguridae","X1983",1,1983
"697","Labidochirus splendescens","X1983",3,1983
"698","Pagurus sp.","X1983",1,1983
"699","Pagurus brandti","X1983",3,1983
"700","Pagurus aleuticus","X1983",3,1983
"701","Pagurus confragosus","X1983",3,1983
"702","Pagurus cornutus","X1983",3,1983
"703","Pagurus dalli","X1983",3,1983
"704","Pagurus kennerlyi","X1983",3,1983
"705","Pagurus trigonocheirus","X1983",3,1983
"706","Pagurus beringanus","X1983",3,1983
"707","Pagurus ochotensis","X1983",3,1983
"708","Pagurus rathbuni","X1983",3,1983
"709","Pagurus tanneri","X1983",3,1983
"710","Pagurus capillatus","X1983",3,1983
"711","Elassochirus tenuimanus","X1983",3,1983
"712","Elassochirus cavimanus","X1983",3,1983
"713","Elassochirus gilli","X1983",3,1983
"714","Lithodes aequispina","X1983",1,1983
"715","Dermaturus mandti","X1983",1,1983
"716","Hapalogaster sp.","X1983",1,1983
"717","Hapalogaster grebnitzkii","X1983",1,1983
"718","Phyllolithodes papillosus","X1983",3,1983
"719","Paralithodes camtschaticus","X1983",1,1983
"720","Paralithodes platypus","X1983",1,1983
"721","Placetron wosnessenskii","X1983",1,1983
"722","Erimacrus isenbeckii","X1983",1,1983
"723","Pugettia sp.","X1983",3,1983
"724","Pugettia gracilis","X1983",3,1983
"725","Mollusca","X1983",1,1983
"726","Polyplacophora unident.","X1983",1,1983
"727","Amicula vestita","X1983",1,1983
"728","Nudibranchia unident.","X1983",1,1983
"729","Onchidoris bilamellata","X1983",3,1983
"730","Tochuina tetraquetra","X1983",3,1983
"731","Dendronotus sp.","X1983",3,1983
"732","Dendronotus frondosus","X1983",3,1983
"733","Dendronotus subramosus","X1983",3,1983
"734","Chlamylla sp.","X1983",3,1983
"735","Tritonia diomedea","X1983",3,1983
"736","Tritonia sp.","X1983",3,1983
"737","Anisodoris nobilis","X1983",3,1983
"738","dorid nudibranch unident.","X1983",3,1983
"739","Archidoris odhneri","X1983",3,1983
"740","limpet unident.","X1983",3,1983
"741","Gastropod unident.","X1983",1,1983
"742","gastropod eggs","X1983",1,1983
"743","Buccinum sp.
eggs","X1983",1,1983
"744","Neptunea sp. eggs","X1983",1,1983
"745","Asterophila japonica","X1983",3,1983
"746","Naticidae","X1983",1,1983
"747","Naticidae eggs","X1983",1,1983
"748","Cryptonatica
sp.","X1983",3,1983
"749","Cryptonatica aleutica","X1983",3,1983
"750","Cryptonatica affinis","X1983",3,1983
"751","Natica sp.","X1983",3,1983
"752","Natica clausa","X1983",3,1983
"753","Natica russa","X1983",3,1983
"754","Euspira sp.","X1983",3,1983
"755","Euspira lewisi","X1983",3,1983
"756","Euspira pallidus","X1983",3,1983
"757","Lamellaria sp.","X1983",3,1983
"758","Onchidiopsis glacialis","X1983",3,1983
"759","Onchidiopsis sp. B (Clark & McLean)","X1983",3,1983
"760","Capulacmaea commoda","X1983",3,1983
"761","Tachyrhynchus erosus","X1983",1,1983
"762","Crepidula sp.","X1983",1,1983
"763","Crepidula grandis","X1983",1,1983
"764","Colus sp.","X1983",3,1983
"765","Colus herendeenii","X1983",3,1983
"766","Colus hypolispus","X1983",3,1983
"767","Colus ombronius","X1983",3,1983
"768","Colus roseus","X1983",3,1983
"769","Colus esychus","X1983",3,1983
"770","Colus spitzbergensis","X1983",3,1983
"771","Colus aphelus","X1983",3,1983
"772","Colus halli","X1983",3,1983
"773","Colus datuzenbergii","X1983",3,1983
"774","Colus bristolensis","X1983",3,1983
"775","Pyrulofusus sp.","X1983",1,1983
"776","Pyrulofusus deformis","X1983",1,1983
"777","Pyrulofusus harpa","X1983",1,1983
"778","Pyrulofusus melonis","X1983",1,1983
"779","Volutopsius sp.","X1983",3,1983
"780","Volutopsius sp. eggs","X1983",1,1983
"781","Volutopsius fragilis","X1983",3,1983
"782","Volutopsius filosus","X1983",3,1983
"783","Volutopsius castaneus","X1983",3,1983
"784","Volutopsius simplex","X1983",3,1983
"785","Volutopsius stefanssoni","X1983",3,1983
"786","Volutopsius middendorffii","X1983",3,1983
"787","Volutopsius trophonius","X1983",3,1983
"788","Volutopsius callorhinus","X1983",3,1983
"789","Beringius sp.","X1983",3,1983
"790","Beringius kennicottii","X1983",3,1983
"791","Beringius frielei","X1983",3,1983
"792","Beringius beringii","X1983",3,1983
"793","Beringius stimpsoni","X1983",3,1983
"794","Beringius crebricostatus","X1983",3,1983
"795","Beringius undatus","X1983",3,1983
"796","Neptunea sp.","X1983",3,1983
"797","Neptunea amianta","X1983",3,1983
"798","Neptunea smirnia","X1983",3,1983
"799","Neptunea pribiloffensis","X1983",3,1983
"800","Neptunea tabulata","X1983",3,1983
"801","Neptunea borealis","X1983",3,1983
"802","Neptunea lyrata","X1983",3,1983
"803","Neptunea ventricosa","X1983",3,1983
"804","Neptunea insularis","X1983",3,1983
"805","Neptunea heros","X1983",3,1983
"806","Neptunea magna","X1983",3,1983
"807","Neptunea sp. D (Clark & McLean)","X1983",3,1983
"808","Plicifusus sp.","X1983",3,1983
"809","Plicifusus incisus","X1983",3,1983
"810","Plicifusus kroyeri","X1983",3,1983
"811","Plicifusus oceanodromae","X1983",3,1983
"812","Plicifusus griseus","X1983",3,1983
"813","Liomesus sp.","X1983",3,1983
"814","Liomesus ooides","X1983",3,1983
"815","Ancistrolepis sp.","X1983",3,1983
"816","Antiplanes sp.","X1983",3,1983
"817","Aforia sp.","X1983",1,1983
"818","Aforia goodei","X1983",3,1983
"819","Aforia circinata","X1983",1,1983
"820","Boreoscala groenlandica","X1983",2,1983
"821","Oenopota sp.","X1983",3,1983
"822","Oenopota harpa","X1983",3,1983
"823","Trichotropidae","X1983",3,1983
"824","Trichotropis coronata","X1983",3,1983
"825","Trichotropis bicarinata","X1983",3,1983
"826","Boreotrophon beringi","X1983",3,1983
"827","Boreotrophon alaskanus","X1983",3,1983
"828","Boreotrophon coronatus","X1983",3,1983
"829","Boreotrophon clathratus","X1983",3,1983
"830","Boreotrophon sp.","X1983",3,1983
"831","Boreotrophon pacificus","X1983",3,1983
"832","Fusitriton oregonensis","X1983",1,1983
"833","Fusitriton sp.","X1983",1,1983
"834","trochid unident.","X1983",3,1983
"835","Margarites sp.","X1983",3,1983
"836","Margarites pupillus","X1983",3,1983
"837","Margarites giganteus","X1983",3,1983
"838","Margarites argentatus","X1983",3,1983
"839","Margarites costalis","X1983",3,1983
"840","Solariella obscura","X1983",3,1983
"841","Buccinum sp.","X1983",1,1983
"842","Buccinum angulosum","X1983",3,1983
"843","Buccinum oedematum","X1983",3,1983
"844","Buccinum plectrum","X1983",3,1983
"845","Buccinum scalariforme","X1983",3,1983
"846","Buccinum polare","X1983",3,1983
"847","Buccinum solenum","X1983",3,1983
"848","Buccinum ciliatum","X1983",3,1983
"849","Buccinum glaciale","X1983",3,1983
"850","Buccinum tenellum","X1983",3,1983
"851","Buccinum tricarinatum","X1983",3,1983
"852","Arctomelon sp.","X1983",3,1983
"853","Arctomelon stearnsii","X1983",3,1983
"854","Arctomelon tamikoae","X1983",3,1983
"855","Volutomitra alaskana","X1983",3,1983
"856","Velutina undata","X1983",3,1983
"857","Velutina plicatilis","X1983",3,1983
"858","Velutina conica","X1983",3,1983
"859","Velutina prolongata","X1983",3,1983
"860","Velutina velutina","X1983",3,1983
"861","Velutina sp.","X1983",3,1983
"862","Admete laevior","X1983",3,1983
"863","Admete regina","X1983",3,1983
"864","Cylichna alba","X1983",3,1983
"865","Bivalvia unident.","X1983",1,1983
"866","Mytilidae","X1983",1,1983
"867","Modiolus modiolus","X1983",3,1983
"868","Mytilus sp.","X1983",3,1983
"869","Mytilus edulis","X1983",3,1983
"870","Pectinid unident.","X1983",1,1983
"871","Chlamys sp.","X1983",1,1983
"872","Chlamys behringiana","X1983",3,1983
"873","Chlamys rubida","X1983",3,1983
"874","Chlamys pseudoislandica","X1983",3,1983
"875","Patinopecten caurinus","X1983",1,1983
"876","Parvamussium alaskense","X1983",3,1983
"877","Cyclopecten sp.","X1983",3,1983
"878","Hiatella sp.","X1983",3,1983
"879","Hiatella arctica","X1983",3,1983
"880","Panomya arctica","X1983",3,1983
"881","Panomya norvegica","X1983",3,1983
"882","Nucula tenuis","X1983",3,1983
"883","Yoldia sp.","X1983",3,1983
"884","Yoldia seminuda","X1983",3,1983
"885","Yoldia myalis","X1983",3,1983
"886","Yoldia thraciaeformis","X1983",3,1983
"887","Yoldia hyperborea","X1983",3,1983
"888","Portlandia sp.","X1983",3,1983
"889","Nuculana sp.","X1983",3,1983
"890","Nuculana pernula","X1983",3,1983
"891","Nuculana fossa","X1983",3,1983
"892","Nuculana buccata","X1983",3,1983
"893","Musculus sp.","X1983",3,1983
"894","Musculus niger","X1983",3,1983
"895","Musculus discors","X1983",1,1983
"896","Musculus olivaceus","X1983",3,1983
"897","Crenella seminuda","X1983",3,1983
"898","Astarte crenata","X1983",3,1983
"899","Astarte sp.","X1983",3,1983
"900","Astarte borealis","X1983",3,1983
"901","Astarte polaris","X1983",3,1983
"902","Tridonta rollandi","X1983",3,1983
"903","Cardita sp.","X1983",3,1983
"904","Carditidae","X1983",3,1983
"905","Cyclocardia crassidens","X1983",3,1983
"906","Cyclocardia crebricostata","X1983",3,1983
"907","Cyclocardia sp.","X1983",3,1983
"908","Kellia laperousii","X1983",3,1983
"909","cockle unident.","X1983",3,1983
"910","Clinocardium sp.","X1983",3,1983
"911","Clinocardium nuttallii","X1983",3,1983
"912","Clinocardium ciliatum","X1983",3,1983
"913","Clinocardium californiense","X1983",3,1983
"914","Clinocardium blandum","X1983",3,1983
"915","Saxidomus nuttalli","X1983",3,1983
"916","Saxidomus giganteus","X1983",3,1983
"917","Protothaca staminea","X1983",3,1983
"918","Liocyma fluctosa","X1983",3,1983
"919","Mactromeris sp.","X1983",2,1983
"920","Mactromeris polynyma","X1983",2,1983
"921","Tellina sp.","X1983",2,1983
"922","Tellina nuculoides","X1983",2,1983
"923","Tellina lutea","X1983",2,1983
"924","Macoma sp.","X1983",2,1983
"925","Macoma nasuta","X1983",3,1983
"926","Macoma calcarea","X1983",3,1983
"927","Macoma brota","X1983",3,1983
"928","Siliqua sp.","X1983",1,1983
"929","Siliqua patula","X1983",3,1983
"930","Siliqua alta","X1983",1,1983
"931","Serripes sp.","X1983",1,1983
"932","Serripes groenlandicus","X1983",3,1983
"933","Serripes laperousii","X1983",3,1983
"934","Serripes notabilis","X1983",2,1983
"935","Mya sp.","X1983",3,1983
"936","Mya arenaria","X1983",3,1983
"937","Mya truncata","X1983",3,1983
"938","Mya pseudoarenaria","X1983",3,1983
"939","Mya elegans","X1983",3,1983
"940","Pododesmus macroschisma","X1983",1,1983
"941","Pododesmus sp.","X1983",1,1983
"942","Anomiidae","X1983",1,1983
"943","Dentalium sp.","X1983",3,1983
"944","Rhabdus dalli","X1983",3,1983
"945","Cephalopoda unident.","X1983",1,1983
"946","cuttlefish unident.","X1983",3,1983
"947","Octopodidae","X1983",1,1983
"948","pelagic octopus unident.","X1983",3,1983
"949","Benthoctopus leioderma","X1983",3,1983
"950","Octopus sp.","X1983",3,1983
"951","Octopus dofleini","X1983",3,1983
"952","Benthoctopus sp.","X1983",3,1983
"953","Teuthoidea","X1983",1,1983
"954","Rossia pacifica","X1983",1,1983
"955","Loligo opalescens","X1983",3,1983
"956","Gonatus sp.","X1983",3,1983
"957","Berryteuthis magister","X1983",1,1983
"958","Asteroidea unident.","X1983",1,1983
"959","Evasterias sp.","X1983",1,1983
"960","Evasterias troschelii","X1983",2,1983
"961","Evasterias echinosoma","X1983",2,1983
"962","Orthasterias koehleri","X1983",3,1983
"963","Leptasterias groenlandica","X1983",2,1983
"964","Leptasterias hexactis","X1983",3,1983
"965","Leptasterias hylodes","X1983",3,1983
"966","Leptasterias coei","X1983",3,1983
"967","Pycnopodia helianthoides","X1983",1,1983
"968","Lethasterias nanimensis","X1983",1,1983
"969","Pedicellaster magister","X1983",3,1983
"970","Henricia sp.","X1983",1,1983
"971","Henricia sanguinolenta","X1983",3,1983
"972","Henricia leviuscula","X1983",3,1983
"973","Henricia tumida","X1983",3,1983
"974","Odontohenricia
sp.","X1983",3,1983
"975","Leptasterias polaris","X1983",1,1983
"976","Leptasterias arctica","X1983",1,1983
"977","Leptasterias sp.","X1983",1,1983
"978","Henricia beringiana","X1983",3,1983
"979","Gephyreaster swifti","X1983",1,1983
"980","Pseudarchaster
sp.","X1983",1,1983
"981","Pseudarchaster alascensis","X1983",3,1983
"982","Pseudarchaster parelii","X1983",3,1983
"983","Hippasteria spinosa","X1983",3,1983
"984","Ceramaster sp.","X1983",1,1983
"985","Ceramaster japonicus","X1983",3,1983
"986","Ceramaster patagonicus","X1983",3,1983
"987","Dermasterias imbricata","X1983",3,1983
"988","Solaster sp.","X1983",1,1983
"989","Solaster endeca","X1983",3,1983
"990","Solaster dawsoni","X1983",3,1983
"991","Solaster paxillatus","X1983",3,1983
"992","Crossaster sp.","X1983",1,1983
"993","Crossaster borealis","X1983",1,1983
"994","Crossaster papposus","X1983",1,1983
"995","Pteraster sp.","X1983",1,1983
"996","Pteraster tesselatus","X1983",3,1983
"997","Pteraster militaris","X1983",3,1983
"998","Pteraster obscurus","X1983",1,1983
"999","Diplopteraster multipes","X1983",1,1983
"1000","Diplopteraster sp.","X1983",1,1983
"1001","Asterias sp.","X1983",1,1983
"1002","Asterias amurensis","X1983",1,1983
"1003","Ctenodiscus sp.","X1983",3,1983
"1004","Ctenodiscus crispatus","X1983",3,1983
"1005","Leptychaster sp.","X1983",3,1983
"1006","Leptychaster anomalus","X1983",3,1983
"1007","Leptychaster pacificus","X1983",3,1983
"1008","Leptychaster arcticus","X1983",3,1983
"1009","Dipsacaster sp.","X1983",1,1983
"1010","Dipsacaster borealis","X1983",1,1983
"1011","Cheiraster (=Luidiaster) dawsoni","X1983",1,1983
"1012","Echinacea unident.","X1983",1,1983
"1013","Strongylocentrotus droebachiensis","X1983",3,1983
"1014","Strongylocentrotus
sp.","X1983",2,1983
"1015","Strongylocentrotus franciscanus","X1983",3,1983
"1016","Strongylocentrotus polyacanthus","X1983",3,1983
"1017","Strongylocentrotus pallidus","X1983",3,1983
"1018","Allocentrotus fragilis","X1983",2,1983
"1019","Allocentrotus sp.","X1983",2,1983
"1020","sand dollar unident.","X1983",1,1983
"1021","Echinarachnius parma","X1983",1,1983
"1022","Ophiuroid unident.","X1983",1,1983
"1023","Gorgonocephalus eucnemis","X1983",1,1983
"1024","Asteronyx loveni","X1983",1,1983
"1025","Ophiura sp.","X1983",3,1983
"1026","Ophiura sarsi","X1983",3,1983
"1027","Amphiophiura nodosa","X1983",3,1983
"1028","Ophiacantha sp.","X1983",3,1983
"1029","Ophiopholis sp.","X1983",3,1983
"1030","Ophiopholis aculeata","X1983",3,1983
"1031","Ophiolebes sp.","X1983",3,1983
"1032","Holothuroidea unident.","X1983",1,1983
"1033","Molpadia sp.","X1983",1,1983
"1034","Molpadia intermedia","X1983",2,1983
"1035","Pentamera lissoplaca","X1983",3,1983
"1036","Pentamera sp.","X1983",3,1983
"1037","Bathyplotes sp.","X1983",3,1983
"1038","Cucumaria sp.","X1983",1,1983
"1039","Cucumaria fallax","X1983",1,1983
"1040","Cucumaria frondosa","X1983",3,1983
"1041","Psolus sp.","X1983",1,1983
"1042","Psolus fabricii","X1983",3,1983
"1043","Psolus squamatus","X1983",3,1983
"1044","Synallactes challengeri","X1983",3,1983
"1045","Foraminifera","X1983",3,1983
"1046","Porifera","X1983",1,1983
"1047","vase sponge unident.","X1983",3,1983
"1048","Suberites sp.","X1983",1,1983
"1049","Suberites ficus","X1983",3,1983
"1050","Aphrocallistes vastus","X1983",3,1983
"1051","Mycale loveni","X1983",1,1983
"1052","Halichondria panicea","X1983",3,1983
"1053","Phakellia cribrosa","X1983",3,1983
"1054","scapula sponge","X1983",3,1983
"1055","Myxilla incrustans","X1983",3,1983
"1056","Leucosolenia blanca","X1983",3,1983
"1057","Tethya sp.","X1983",3,1983
"1058","stone sponge","X1983",3,1983
"1059","Polymastia fluegeli","X1983",3,1983
"1060","Latrunculia sp. A (Clark 2006)","X1983",3,1983
"1061","Hexactinellida","X1983",3,1983
"1062","Platyhelminthes","X1983",3,1983
"1063","Polycladida","X1983",3,1983
"1064","Nemertea","X1983",3,1983
"1065","Priapula","X1983",3,1983
"1066","Nematoda","X1983",3,1983
"1067","Sipuncula","X1983",2,1983
"1068","Echiura","X1983",3,1983
"1069","Phoronida","X1983",3,1983
"1070","Bryozoa unident.","X1983",2,1983
"1071","Leieschara orientalis","X1983",3,1983
"1072","bryozoan sp. A unident.","X1983",3,1983
"1073","Bugula californica","X1983",3,1983
"1074","Eucratea loricata","X1983",3,1983
"1075","Flustra serrulata","X1983",3,1983
"1076","Flustrellidra corniculata","X1983",3,1983
"1077","Alcyonidium pedunculatum","X1983",3,1983
"1078","Porella compressa","X1983",3,1983
"1079","Escharopsis sarsi","X1983",3,1983
"1080","Rhamphostomella costata","X1983",2,1983
"1081","Cellepora ventricosa","X1983",3,1983
"1082","Dendrobeania sp.","X1983",3,1983
"1083","brachiopod unident.","X1983",1,1983
"1084","Hemithyridae","X1983",3,1983
"1085","Laqueus californianus","X1983",3,1983
"1086","Ascidian unident.","X1983",1,1983
"1087","Ascidian n. sp. A","X1983",3,1983
"1088","Ascidian n. sp. B","X1983",3,1983
"1089","Thaliacea unident.","X1983",2,1983
"1090","Styela sp.","X1983",1,1983
"1091","Styela rustica","X1983",1,1983
"1092","Boltenia sp.","X1983",1,1983
"1093","Boltenia ovifera","X1983",1,1983
"1094","Halocynthia sp.","X1983",1,1983
"1095","Halocynthia aurantium","X1983",1,1983
"1096","Aplidium californicum","X1983",3,1983
"1097","compound ascidian unident.","X1983",1,1983
"1098","Amaroucium soldatovi","X1983",3,1983
"1099","Chelyosoma orientale","X1983",3,1983
"1100","Aplidium sp.","X1983",1,1983
"1101","Aplidium n. sp. a","X1983",3,1983
"1102","Synoicum sp.","X1983",3,1983
"1103","Molgula sp.","X1983",3,1983
"1104","Molgula grifithsii","X1983",3,1983
